ticket_id,ticket_text,issue_type,urgency_level,product,clean_text
801,Facing installation issue with PhotoSnap Cam. Setup fails at step 1. Delivery expected by 15 April.,Installation Issue,Medium,PhotoSnap Cam,fac installation issue photosnap cam setup fail step 1 delivery expect 15 april
802,Facing installation issue with Vision LED TV. Setup fails at step 5.,Installation Issue,Low,Vision LED TV,fac installation issue vision led tv setup fail step 5
803,Vision LED TV is charged. It stopped working after just 3 days. Delivery expected by 14 May.,Product Defect,Low,Vision LED TV,vision led tv charg stopp work after just 3 day delivery expect 14 may
804,"I ordered  but got SoundWave 300 instead. My order number is #72697. Also, I contacted support on 08 March but got no response.",Wrong Item,Medium,FitRun Treadmill,i order but got soundwave 300 instead my order number 72697 also i contact support 08 march but got no response
805,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Low,Vision LED TV,can you tell me more about warranty also available red
806,Order #98108 for  is 2 days late. Ordered on 02 March.,Late Delivery,Medium,EcoBreeze AC,order 98108 2 day late order 02 march
807,Facing installation issue with RoboChef Blender. Setup fails at step 2.,Installation Issue,Low,RoboChef Blender,fac installation issue robochef blender setup fail step 2
808,Payment issue for my Vision LED TV. I was charged twice for order #31561.,Billing Problem,High,Vision LED TV,pay issue my vision led tv i charg twice order 31561
809,I ordered UltraClean Vacuum but got ProTab X1 instead. My order number is #43806.,Wrong Item,High,UltraClean Vacuum,i order ultraclean vacuum but got protab x1 instead my order number 43806
810,Facing installation issue with ProTab X1. Setup fails at step 4.,Installation Issue,High,ProTab X1,fac installation issue protab x1 setup fail step 4
811,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 30 March but got no response.",Account Access,Medium,RoboChef Blender,cant log my account keep show captcha fail help also i contact support 30 march but got no response
812,I ordered ProTab X1 but got UltraClean Vacuum instead. My order number is #10769.,,High,ProTab X1,i order protab x1 but got ultraclean vacuum instead my order number 10769
813,"Can't log in to my account. Keeps showing blocked. Help! Also, I contacted support on 29 March but got no response.",Account Access,High,ProTab X1,cant log my account keep show block help also i contact support 29 march but got no response
814,I ordered PowerMax Battery but got Vision LED TV instead. My order number is #93575.,Wrong Item,Medium,PowerMax Battery,i order powermax battery but got vision led tv instead my order number 93575
815,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue?",General Inquiry,Medium,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available blue
816,"Facing installation issue with UltraClean Vacuum. Setup fails at step 5. Also, I contacted support on 09 March but got no response.",Installation Issue,,UltraClean Vacuum,fac installation issue ultraclean vacuum setup fail step 5 also i contact support 09 march but got no response
817,SoundWave 300 is late. It stopped working after just 1 days.,Product Defect,Low,SoundWave 300,soundwave 300 late stopp work after just 1 day
818,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,EcoBreeze AC,cant log my account keep show reset requir help
819,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,High,Vision LED TV,can you tell me more about vision led tv warranty also available white
820,"I ordered  but got FitRun Treadmill instead. My order number is #30866. Also, I contacted support on 20 April but got no response.",,Medium,PowerMax Battery,i order but got fitrun treadmill instead my order number 30866 also i contact support 20 april but got no response
821,"Can you tell me more about the SoundWave 300 warranty? Also, is it available in black?",General Inquiry,Medium,SoundWave 300,can you tell me more about soundwave 300 warranty also available black
822,SmartWatch V2 is missing. It stopped working after just 2 days.,,Low,SmartWatch V2,smartwatch v2 miss stopp work after just 2 day
823,I ordered UltraClean Vacuum but got ProTab X1 instead. My order number is #47597.,Wrong Item,Medium,UltraClean Vacuum,i order ultraclean vacuum but got protab x1 instead my order number 47597
824,Facing installation issue with PhotoSnap Cam. Setup fails at step 2.,Installation Issue,High,PhotoSnap Cam,fac installation issue photosnap cam setup fail step 2
825,,Account Access,Low,RoboChef Blender,nan
826,"Not able to install my product. Also, I contacted support on 04 March but got no response.",Installation Issue,Low,RoboChef Blender,able install my product also i contact support 04 march but got no response
827,"Can't log in to my account. Keeps showing error. Help! Also, I contacted support on 16 March but got no response.",Account Access,High,PhotoSnap Cam,cant log my account keep show error help also i contact support 16 march but got no response
828,Order #38583 for  is 2 days late. Ordered on 06 April.,Late Delivery,Medium,SmartWatch V2,order 38583 2 day late order 06 april
829,Payment issue for my UltraClean Vacuum. I was overbilled for order #94247.,Billing Problem,Low,UltraClean Vacuum,pay issue my ultraclean vacuum i overbill order 94247
830,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in white?",General Inquiry,Medium,PhotoSnap Cam,can you tell me more about photosnap cam warranty also available white
831,SmartWatch V2 is missing. It stopped working after just 7 days.,Product Defect,Low,SmartWatch V2,smartwatch v2 miss stopp work after just 7 day
832,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Medium,EcoBreeze AC,can you tell me more about warranty also available red
833,Product info needed. Delivery expected by 27 March.,,Low,PowerMax Battery,product info need delivery expect 27 march
834,,Billing Problem,Low,PowerMax Battery,nan
835,FitRun Treadmill is malfunction. It stopped working after just 1 days.,Product Defect,Low,FitRun Treadmill,fitrun treadmill malfunction stopp work after just 1 day
836,"Facing installation issue with SoundWave 300. Setup fails at step 1. Also, I contacted support on 09 April but got no response.",Installation Issue,Medium,SoundWave 300,fac installation issue soundwave 300 setup fail step 1 also i contact support 09 april but got no response
837,Facing installation issue with RoboChef Blender. Setup fails at step 4.,Installation Issue,Low,RoboChef Blender,fac installation issue robochef blender setup fail step 4
838,Both my ProTab X1 and PowerMax Battery are late. Both giving issues.,Product Defect,Low,ProTab X1,both my protab x1 powermax battery late both giv issu
839,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,ProTab X1,cant log my account keep show captcha fail help
840,Both my RoboChef Blender and FitRun Treadmill are not working. Both giving issues.,Product Defect,Medium,RoboChef Blender,both my robochef blender fitrun treadmill work both giv issu
841,Payment issue for my PhotoSnap Cam. I was charged twice for order #75768.,,Low,PhotoSnap Cam,pay issue my photosnap cam i charg twice order 75768
842,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in blue?",General Inquiry,Low,UltraClean Vacuum,can you tell me more about ultraclean vacuum warranty also available blue
843,Facing installation issue with PhotoSnap Cam. Setup fails at step 1.,Installation Issue,High,PhotoSnap Cam,fac installation issue photosnap cam setup fail step 1
844,Order #15216 placed on 07 May still not here.,Late Delivery,Low,Vision LED TV,order 15216 plac 07 may still here
845,,General Inquiry,Low,FitRun Treadmill,nan
846,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,SmartWatch V2,cant log my account keep show captcha fail help
847,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,High,SoundWave 300,can you tell me more about warranty also available red
848,Order #23419 for EcoBreeze AC is 5 days late. Ordered on 19 March.,Late Delivery,Low,EcoBreeze AC,order 23419 ecobreeze ac 5 day late order 19 march
849,Order #75921 for PowerMax Battery is 16 days late. Ordered on 23 March.,Late Delivery,Low,PowerMax Battery,order 75921 powermax battery 16 day late order 23 march
850,,Installation Issue,Low,Vision LED TV,nan
851,Order #81995 for  is 9 days late. Ordered on 05 March.,Late Delivery,High,EcoBreeze AC,order 81995 9 day late order 05 march
852,Order #92470 for EcoBreeze AC is 9 days late. Ordered on 17 May. Delivery expected by 17 May.,Late Delivery,Low,EcoBreeze AC,order 92470 ecobreeze ac 9 day late order 17 may delivery expect 17 may
853,I ordered FitRun Treadmill but got PhotoSnap Cam instead. My order number is #54167.,Wrong Item,,FitRun Treadmill,i order fitrun treadmill but got photosnap cam instead my order number 54167
854,"I ordered SmartWatch V2 but got EcoBreeze AC instead. My order number is #20428. Also, I contacted support on 15 April but got no response.",Wrong Item,Low,SmartWatch V2,i order smartwatch v2 but got ecobreeze ac instead my order number 20428 also i contact support 15 april but got no response
855,Facing installation issue with FitRun Treadmill. Setup fails at step 6.,Installation Issue,High,FitRun Treadmill,fac installation issue fitrun treadmill setup fail step 6
856,Order #81509 for Vision LED TV is 3 days late. Ordered on 10 April.,Late Delivery,Medium,Vision LED TV,order 81509 vision led tv 3 day late order 10 april
857,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,FitRun Treadmill,cant log my account keep show reset requir help
858,Order #79357 for Vision LED TV is 10 days late. Ordered on 12 May. Delivery expected by 12 May.,Late Delivery,Medium,Vision LED TV,order 79357 vision led tv 10 day late order 12 may delivery expect 12 may
859,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in black?",General Inquiry,Medium,RoboChef Blender,can you tell me more about robochef blender warranty also available black
860,I ordered SmartWatch V2 but got Vision LED TV instead. My order number is #35751. Delivery expected by 07 May.,Wrong Item,Medium,SmartWatch V2,i order smartwatch v2 but got vision led tv instead my order number 35751 delivery expect 07 may
861,I ordered PhotoSnap Cam but got EcoBreeze AC instead. My order number is #95981.,Wrong Item,Medium,PhotoSnap Cam,i order photosnap cam but got ecobreeze ac instead my order number 95981
862,Order #46436 for SoundWave 300 is 3 days late. Ordered on 02 May.,Late Delivery,High,SoundWave 300,order 46436 soundwave 300 3 day late order 02 may
863,Payment issue for my SoundWave 300. I was not refunded for order #57172.,Billing Problem,,SoundWave 300,pay issue my soundwave 300 i refund order 57172
864,,General Inquiry,Low,UltraClean Vacuum,nan
865,Is this item in stock?,General Inquiry,Low,FitRun Treadmill,item stock
866,Account problem. Assistance needed.,Account Access,High,EcoBreeze AC,account problem assistance need
867,Facing installation issue with . Setup fails at step 1.,Installation Issue,High,PhotoSnap Cam,fac installation issue setup fail step 1
868,Can't log in to my account. Keeps showing error. Help!,Account Access,High,SoundWave 300,cant log my account keep show error help
869,"Can you tell me more about teh SmartWatch V2 warranty? Also, is it available in white? Delivery expected by 08 April.",General Inquiry,Low,SmartWatch V2,can you tell me more about teh smartwatch v2 warranty also available white delivery expect 08 april
870,I ordered  but got UltraClean Vacuum instead. My order number is #87705.,Wrong Item,Low,UltraClean Vacuum,i order but got ultraclean vacuum instead my order number 87705
871,"Order #92113 for SmartWatch V2 is 7 days late. Ordered on 11 March. Also, I contacted support on 11 March but got no response.",Late Delivery,High,SmartWatch V2,order 92113 smartwatch v2 7 day late order 11 march also i contact support 11 march but got no response
872,Both my Vision LED TV and RoboChef Blender are defective. Both giving issues.,Product Defect,Low,Vision LED TV,both my vision led tv robochef blender defect both giv issu
873,Payment issue for my . I was charged twice for order #32134. Delivery expected by 05 May.,Billing Problem,Low,EcoBreeze AC,pay issue my i charg twice order 32134 delivery expect 05 may
874,"Can you tell me more about teh SmartWatch V2 warranty? Also, is it available in red? Also, I contacted support on 19 April but got no response.",General Inquiry,Low,SmartWatch V2,can you tell me more about teh smartwatch v2 warranty also available red also i contact support 19 april but got no response
875,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,RoboChef Blender,cant log my account keep show block help
876,Payment issue fr mi PowerMax Battery. I was underbilled fr order #33239.,Billing Problem,Medium,PowerMax Battery,pay issue fr mi powermax battery i underbill fr order 33239
877,"Facing installation issue with SoundWave 300. Setup fails at step 1. Also, I contacted support on 12 April but got no response.",Installation Issue,High,SoundWave 300,fac installation issue soundwave 300 setup fail step 1 also i contact support 12 april but got no response
878,Can't log in to my account. Keeps showing reset required. Help! Delivery expected by 06 April.,Account Access,High,ProTab X1,cant log my account keep show reset requir help delivery expect 06 april
879,Order #20416 for  is 1 days late. Ordered on 06 May.,Late Delivery,Medium,SoundWave 300,order 20416 1 day late order 06 may
880,I ordered  but got EcoBreeze AC instead. My order number is #70159.,Wrong Item,High,PhotoSnap Cam,i order but got ecobreeze ac instead my order number 70159
881,Payment issue for my Vision LED TV. I was overbilled for order #26865.,Billing Problem,Low,Vision LED TV,pay issue my vision led tv i overbill order 26865
882,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,PowerMax Battery,cant log my account keep show unknown issue help
883,Facing installation issue with Vision LED TV. Setup fails at step 2.,Installation Issue,Medium,Vision LED TV,fac installation issue vision led tv setup fail step 2
884,Order #28878 for SoundWave 300 is 18 days late. Ordered on 18 May. Delivery expected by 18 May.,,,SoundWave 300,order 28878 soundwave 300 18 day late order 18 may delivery expect 18 may
885,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,EcoBreeze AC,cant log my account keep show reset requir help
886,Payment issue fr mi PhotoSnap Cam. I was overbilled fr order #68654.,Billing Problem,Medium,PhotoSnap Cam,pay issue fr mi photosnap cam i overbill fr order 68654
887,Payment issue for my RoboChef Blender. I was overbilled for order #77275.,Billing Problem,Low,RoboChef Blender,pay issue my robochef blender i overbill order 77275
888,PhotoSnap Cam is charged. It stopped working after just 11 days.,,Medium,PhotoSnap Cam,photosnap cam charg stopp work after just 11 day
889,"Facing installation issue with Vision LED TV. Setup fails at step 3. Also, I contacted support on 05 April but got no response.",,Low,Vision LED TV,fac installation issue vision led tv setup fail step 3 also i contact support 05 april but got no response
890,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,ProTab X1,cant log my account keep show unknown issue help
891,"Order #97243 for FitRun Treadmill is 16 days late. Ordered on 20 March. Also, I contacted support on 20 March but got no response.",Late Delivery,High,FitRun Treadmill,order 97243 fitrun treadmill 16 day late order 20 march also i contact support 20 march but got no response
892,RoboChef Blender is wrong item. It stopped working after just 4 days.,Product Defect,High,RoboChef Blender,robochef blender wrong item stopp work after just 4 day
893,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in red?",General Inquiry,High,SmartWatch V2,can you tell me more about smartwatch v2 warranty also available red
894,I ordered SmartWatch V2 but got UltraClean Vacuum instead. My order number is #89720.,,Low,SmartWatch V2,i order smartwatch v2 but got ultraclean vacuum instead my order number 89720
895,Payment issue for my RoboChef Blender. I was debited incorrectly for order #59153.,Billing Problem,High,RoboChef Blender,pay issue my robochef blender i debit incorrect order 59153
896,Payment issue for my SmartWatch V2. I was charged twice for order #50217.,Billing Problem,Medium,SmartWatch V2,pay issue my smartwatch v2 i charg twice order 50217
897,"Received wrong product, order mixed up.",Wrong Item,Low,EcoBreeze AC,receiv wrong product order mix up
898,"Can you tell me more about the Vision LED TV warranty? Also, is it available in red? Also, I contacted support on 13 April but got no response.",General Inquiry,High,Vision LED TV,can you tell me more about vision led tv warranty also available red also i contact support 13 april but got no response
899,I ordered  but got RoboChef Blender instead. My order number is #32296.,Wrong Item,High,Vision LED TV,i order but got robochef blender instead my order number 32296
900,"Can't log in to my account. Keeps showing reset required. Help! Also, I contacted support on 15 April but got no response.",Account Access,Medium,PowerMax Battery,cant log my account keep show reset requir help also i contact support 15 april but got no response
901,,General Inquiry,High,FitRun Treadmill,nan
902, is missing. It stopped working after just 5 days.,Product Defect,High,UltraClean Vacuum,miss stopp work after just 5 day
903,Facing installation issue with FitRun Treadmill. Setup fails at step 2.,Installation Issue,Medium,FitRun Treadmill,fac installation issue fitrun treadmill setup fail step 2
904,I ordered FitRun Treadmill but got SoundWave 300 instead. My order number is #50409.,Wrong Item,High,FitRun Treadmill,i order fitrun treadmill but got soundwave 300 instead my order number 50409
905,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,Vision LED TV,cant log my account keep show reset requir help
906,Facing installation issue with EcoBreeze AC. Setup fails at step 1.,Installation Issue,Low,EcoBreeze AC,fac installation issue ecobreeze ac setup fail step 1
907,Can't log in to my account. Keeps showing blocked. Help!,Account Access,,SmartWatch V2,cant log my account keep show block help
908,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,UltraClean Vacuum,cant log my account keep show unknown issue help
909,Payment issue for my SmartWatch V2. I was charged twice for order #76501.,Billing Problem,Low,SmartWatch V2,pay issue my smartwatch v2 i charg twice order 76501
910,Facing installation issue with EcoBreeze AC. Setup fails at step 6.,Installation Issue,High,EcoBreeze AC,fac installation issue ecobreeze ac setup fail step 6
911,"Payment issue fr mi Vision LED TV. I was debited incorrectly fr order #70312. Also, I contacted support on 27 March but got no response.",Billing Problem,Medium,Vision LED TV,pay issue fr mi vision led tv i debit incorrect fr order 70312 also i contact support 27 march but got no response
912,I ordered FitRun Treadmill but got FitRun Treadmill instead. My order number is #38356.,Wrong Item,Medium,FitRun Treadmill,i order fitrun treadmill but got fitrun treadmill instead my order number 38356
913,Facing installation issue with FitRun Treadmill. Setup fails at step 6. Delivery expected by 26 April.,Installation Issue,Low,FitRun Treadmill,fac installation issue fitrun treadmill setup fail step 6 delivery expect 26 april
914,"Can you tell me more about the  warranty? Also, is it available in white?",General Inquiry,Medium,RoboChef Blender,can you tell me more about warranty also available white
915,Order #37396 for PowerMax Battery is 18 days late. Ordered on 26 March.,Late Delivery,Low,PowerMax Battery,order 37396 powermax battery 18 day late order 26 march
916,"PowerMax Battery is late. It stopped working after just 6 days. Also, I contacted support on 28 March but got no response.",Product Defect,Medium,PowerMax Battery,powermax battery late stopp work after just 6 day also i contact support 28 march but got no response
917,I ordered  but got EcoBreeze AC instead. My order number is #37027.,,High,Vision LED TV,i order but got ecobreeze ac instead my order number 37027
918,Order #31522 for PhotoSnap Cam is 3 days late. Ordered on 17 April.,Late Delivery,Low,PhotoSnap Cam,order 31522 photosnap cam 3 day late order 17 april
919,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,PhotoSnap Cam,cant log my account keep show captcha fail help
920,,Product Defect,Medium,RoboChef Blender,nan
921,Payment issue for my RoboChef Blender. I was not refunded for order #73665.,Billing Problem,Medium,RoboChef Blender,pay issue my robochef blender i refund order 73665
922,,Late Delivery,Medium,SoundWave 300,nan
923,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in red?",General Inquiry,Low,PhotoSnap Cam,can you tell me more about photosnap cam warranty also available red
924,I ordered EcoBreeze AC but got EcoBreeze AC instead. My order number is #75836.,Wrong Item,Medium,EcoBreeze AC,i order ecobreeze ac but got ecobreeze ac instead my order number 75836
925,Account problem. Assistance needed.,Account Access,High,EcoBreeze AC,account problem assistance need
926,"I ordered Vision LED TV but got UltraClean Vacuum instead. My order number is #60696. Also, I contacted support on 15 March but got no response.",Wrong Item,Low,Vision LED TV,i order vision led tv but got ultraclean vacuum instead my order number 60696 also i contact support 15 march but got no response
927,Payment issue for my RoboChef Blender. I was underbilled for order #97829.,Billing Problem,Medium,RoboChef Blender,pay issue my robochef blender i underbill order 97829
928,ProTab X1 is no response. It stopped working after just 7 days.,Product Defect,Medium,ProTab X1,protab x1 no response stopp work after just 7 day
929,,Late Delivery,Low,Vision LED TV,nan
930,Both my EcoBreeze AC and EcoBreeze AC are lost. Both giving issues.,Product Defect,High,EcoBreeze AC,both my ecobreeze ac ecobreeze ac lost both giv issu
931,Facing installation issue with EcoBreeze AC. Setup fails at step 3.,Installation Issue,Low,EcoBreeze AC,fac installation issue ecobreeze ac setup fail step 3
932,Facing installation issue with PhotoSnap Cam. Setup fails at step 2.,,Low,PhotoSnap Cam,fac installation issue photosnap cam setup fail step 2
933,I ordered Vision LED TV but got PhotoSnap Cam instead. My order number is #55731.,Wrong Item,Medium,Vision LED TV,i order vision led tv but got photosnap cam instead my order number 55731
934,Payment issue for my . I was debited incorrectly for order #92245.,Billing Problem,Low,SmartWatch V2,pay issue my i debit incorrect order 92245
935,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,RoboChef Blender,cant log my account keep show captcha fail help
936,Can't log in to my account. Keeps showing blocked. Help!,Account Access,High,ProTab X1,cant log my account keep show block help
937,Order #68327 for SoundWave 300 is 9 days late. Ordered on 27 April.,Late Delivery,Low,SoundWave 300,order 68327 soundwave 300 9 day late order 27 april
938,Payment issue for my PhotoSnap Cam. I was underbilled for order #42289. Delivery expected by 18 May.,,Medium,PhotoSnap Cam,pay issue my photosnap cam i underbill order 42289 delivery expect 18 may
939,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in red?",General Inquiry,Low,RoboChef Blender,can you tell me more about robochef blender warranty also available red
940,Facing installation issue with . Setup fails at step 2.,Installation Issue,Low,EcoBreeze AC,fac installation issue setup fail step 2
941,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",General Inquiry,Medium,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available red
942,Order #26699 for Vision LED TV is 6 days late. Ordered on 11 March.,,Low,Vision LED TV,order 26699 vision led tv 6 day late order 11 march
943,"Payment problem for order #71097. Need urgent help. Also, I contacted support on 14 April but got no response.",Billing Problem,Low,EcoBreeze AC,pay problem order 71097 need urgent help also i contact support 14 april but got no response
944,,Late Delivery,High,RoboChef Blender,nan
945,Is this item in stock? Delivery expected by 05 March.,General Inquiry,Medium,UltraClean Vacuum,item stock delivery expect 05 march
946,Order #26064 for Vision LED TV is 18 days late. Ordered on 26 March.,Late Delivery,Low,Vision LED TV,order 26064 vision led tv 18 day late order 26 march
947,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #34126. Delivery expected by 09 May.,Wrong Item,Low,ProTab X1,i order protab x1 but got fitrun treadmill instead my order number 34126 delivery expect 09 may
948,"Order #77825 for  is 12 days late. Ordered on 06 April. Also, I contacted support on 06 April but got no response.",Late Delivery,Low,SmartWatch V2,order 77825 12 day late order 06 april also i contact support 06 april but got no response
949,Want to know more about warranty.,General Inquiry,High,RoboChef Blender,want know more about warranty
950, is wrong item. It stopped working after just 3 days.,Product Defect,Low,RoboChef Blender,wrong item stopp work after just 3 day
951,,Product Defect,High,UltraClean Vacuum,nan
952,"Payment issue for my EcoBreeze AC. I was not refunded for order #96984. Also, I contacted support on 10 March but got no response.",Billing Problem,High,EcoBreeze AC,pay issue my ecobreeze ac i refund order 96984 also i contact support 10 march but got no response
953,Not able to install my product.,,Low,EcoBreeze AC,able install my product
954,Order #76260 for  is 9 days late. Ordered on 15 May.,Late Delivery,Low,ProTab X1,order 76260 9 day late order 15 may
955,"Payment issue for my SoundWave 300. I was charged twice for order #65339. Also, I contacted support on 17 March but got no response.",Billing Problem,Low,SoundWave 300,pay issue my soundwave 300 i charg twice order 65339 also i contact support 17 march but got no response
956,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #25354.,Wrong Item,Low,ProTab X1,i order protab x1 but got fitrun treadmill instead my order number 25354
957,Order #91345 for ProTab X1 is 3 days late. Ordered on 10 April.,Late Delivery,Medium,ProTab X1,order 91345 protab x1 3 day late order 10 april
958, is error. It stopped working after just 12 days.,Product Defect,High,UltraClean Vacuum,error stopp work after just 12 day
959,Payment issue for my . I was overbilled for order #46165.,Billing Problem,,PowerMax Battery,pay issue my i overbill order 46165
960,"Received wrong product, order mixed up.",Wrong Item,Medium,PhotoSnap Cam,receiv wrong product order mix up
961,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue?",General Inquiry,,PowerMax Battery,can you tell me more about powermax battery warranty also available blue
962,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,Low,Vision LED TV,can you tell me more about vision led tv warranty also available white
963," is not working. It stopped working after just 5 days. Also, I contacted support on 03 May but got no response.",Product Defect,High,EcoBreeze AC,work stopp work after just 5 day also i contact support 03 may but got no response
964,"Can you tell me more about the  warranty? Also, is it available in black? Also, I contacted support on 18 May but got no response.",,Low,PhotoSnap Cam,can you tell me more about warranty also available black also i contact support 18 may but got no response
965,Facing installation issue wit . Setup fails at step 1.,Installation Issue,Medium,RoboChef Blender,fac installation issue wit setup fail step 1
966,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,ProTab X1,cant log my account keep show captcha fail help
967,Payment issue for my ProTab X1. I was not refunded for order #57541.,Billing Problem,High,ProTab X1,pay issue my protab x1 i refund order 57541
968,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,SoundWave 300,cant log my account keep show captcha fail help
969,I ordered UltraClean Vacuum but got RoboChef Blender instead. My order number is #40823. Delivery expected by 04 May.,Wrong Item,High,UltraClean Vacuum,i order ultraclean vacuum but got robochef blender instead my order number 40823 delivery expect 04 may
970,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #74338.,Wrong Item,Medium,ProTab X1,i order protab x1 but got fitrun treadmill instead my order number 74338
971,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 16 March but got no response.",Account Access,Low,PowerMax Battery,cant log my account keep show captcha fail help also i contact support 16 march but got no response
972,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue? Also, I contacted support on 29 April but got no response.",General Inquiry,Low,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available blue also i contact support 29 april but got no response
973,ProTab X1 is charged. It stopped working after just 12 days.,,High,ProTab X1,protab x1 charg stopp work after just 12 day
974,I ordered RoboChef Blender but got RoboChef Blender instead. My order number is #38197.,Wrong Item,High,RoboChef Blender,i order robochef blender but got robochef blender instead my order number 38197
975," is damaged. It stopped working after just 8 days. Also, I contacted support on 03 April but got no response.",Product Defect,,UltraClean Vacuum,damag stopp work after just 8 day also i contact support 03 april but got no response
976,"Can you tell me more about the SoundWave 300 warranty? Also, is it available in blue?",General Inquiry,Medium,SoundWave 300,can you tell me more about soundwave 300 warranty also available blue
977,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,RoboChef Blender,cant log my account keep show unknown issue help
978,Payment issue for my Vision LED TV. I was overbilled for order #82579.,Billing Problem,High,Vision LED TV,pay issue my vision led tv i overbill order 82579
979,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,FitRun Treadmill,cant log my account keep show captcha fail help
980,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,PhotoSnap Cam,cant log my account keep show unknown issue help
981,"Payment issue for my SmartWatch V2. I was underbilled for order #43566. Also, I contacted support on 09 March but got no response.",Billing Problem,Medium,SmartWatch V2,pay issue my smartwatch v2 i underbill order 43566 also i contact support 09 march but got no response
982,Payment issue fr mi ProTab X1. I was not refunded fr order #49840.,Billing Problem,Medium,ProTab X1,pay issue fr mi protab x1 i refund fr order 49840
983,,General Inquiry,High,PhotoSnap Cam,nan
984,Facing installation issue with . Setup fails at step 3.,Installation Issue,Medium,UltraClean Vacuum,fac installation issue setup fail step 3
985,I ordered Vision LED TV but got PowerMax Battery instead. My order number is #95065.,Wrong Item,Medium,Vision LED TV,i order vision led tv but got powermax battery instead my order number 95065
986,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in black?",General Inquiry,Medium,PhotoSnap Cam,can you tell me more about photosnap cam warranty also available black
987,Payment issue for my . I was debited incorrectly for order #21290.,Billing Problem,High,UltraClean Vacuum,pay issue my i debit incorrect order 21290
988,Product info needed.,General Inquiry,Low,FitRun Treadmill,product info need
989,Order #97942 for FitRun Treadmill is 13 days late. Ordered on 05 May.,Late Delivery,High,FitRun Treadmill,order 97942 fitrun treadmill 13 day late order 05 may
990,Order #46084 for  is 11 days late. Ordered on 16 May.,Late Delivery,Low,RoboChef Blender,order 46084 11 day late order 16 may
991,Facing installation issue with ProTab X1. Setup fails at step 6.,,Medium,ProTab X1,fac installation issue protab x1 setup fail step 6
992,"Both my FitRun Treadmill and PhotoSnap Cam are missing. Both giving issues. Also, I contacted support on 09 March but got no response.",Product Defect,Medium,FitRun Treadmill,both my fitrun treadmill photosnap cam miss both giv issu also i contact support 09 march but got no response
993,,Installation Issue,High,SmartWatch V2,nan
994,"Received wrong product, order mixed up.",Wrong Item,High,ProTab X1,receiv wrong product order mix up
995,Is this item in stock?,General Inquiry,High,RoboChef Blender,item stock
996,I ordered EcoBreeze AC but got FitRun Treadmill instead. My order number is #23620.,Wrong Item,High,EcoBreeze AC,i order ecobreeze ac but got fitrun treadmill instead my order number 23620
997,"I ordered SoundWave 300 but got PowerMax Battery instead. My order number is #72311. Also, I contacted support on 22 April but got no response.",Wrong Item,Low,SoundWave 300,i order soundwave 300 but got powermax battery instead my order number 72311 also i contact support 22 april but got no response
998,,Installation Issue,Medium,EcoBreeze AC,nan
999,Payment issue fr mi SoundWave 300. I was debited incorrectly fr order #64366.,Billing Problem,Low,SoundWave 300,pay issue fr mi soundwave 300 i debit incorrect fr order 64366
